,property_id,check_in_date,room_category,successful_bookings,capacity,check_in_date_format
1273,16563,13-May-22,RT3,11,20,2022-05-13
1274,17564,13-May-22,RT3,11,24,2022-05-13
1275,19559,13-May-22,RT4,2,3,2022-05-13
1276,16558,13-May-22,RT4,2,3,2022-05-13
1277,16560,13-May-22,RT4,4,7,2022-05-13
1278,16561,13-May-22,RT4,5,10,2022-05-13
1279,17560,13-May-22,RT4,6,13,2022-05-13
1280,18561,13-May-22,RT4,6,9,2022-05-13
1281,17564,13-May-22,RT4,7,17,2022-05-13
1282,18560,13-May-22,RT4,10,15,2022-05-13
1283,19560,13-May-22,RT4,10,16,2022-05-13
1284,18559,13-May-22,RT4,9,19,2022-05-13
1285,17563,13-May-22,RT4,12,19,2022-05-13
1286,19562,13-May-22,RT4,8,14,2022-05-13
1287,17559,13-May-22,RT4,9,14,2022-05-13
1288,18558,13-May-22,RT4,11,20,2022-05-13
1289,18562,13-May-22,RT4,14,20,2022-05-13
1290,18563,13-May-22,RT4,10,18,2022-05-13
1291,16563,13-May-22,RT4,12,18,2022-05-13
1292,16559,13-May-22,RT4,11,18,2022-05-13
1293,16562,13-May-22,RT4,3,6,2022-05-13
1294,17558,13-May-22,RT4,3,6,2022-05-13
1295,17562,13-May-22,RT4,3,6,2022-05-13
1296,19563,13-May-22,RT4,3,6,2022-05-13
1297,19558,13-May-22,RT4,3,7,2022-05-13
1298,19561,13-May-22,RT4,3,7,2022-05-13
1299,17561,13-May-22,RT4,3,4,2022-05-13
1300,19563,14-May-22,RT3,22,29,2022-05-14
1301,18560,14-May-22,RT1,26,30,2022-05-14
1302,19562,14-May-22,RT1,28,30,2022-05-14
1303,19563,14-May-22,RT1,22,30,2022-05-14
1304,17558,14-May-22,RT1,14,19,2022-05-14
1305,16558,14-May-22,RT1,18,19,2022-05-14
1306,17560,14-May-22,RT1,30,40,2022-05-14
1307,19558,14-May-22,RT1,22,40,2022-05-14
1308,19560,14-May-22,RT1,23,26,2022-05-14
1309,17561,14-May-22,RT1,22,26,2022-05-14
1310,16560,14-May-22,RT1,26,34,2022-05-14
1311,16561,14-May-22,RT1,16,18,2022-05-14
1312,16562,14-May-22,RT1,22,31,2022-05-14
1313,16563,14-May-22,RT1,34,41,2022-05-14
1314,17559,14-May-22,RT1,30,32,2022-05-14
1315,17562,14-May-22,RT1,13,20,2022-05-14
1316,17563,14-May-22,RT1,22,25,2022-05-14
1317,18558,14-May-22,RT1,10,15,2022-05-14
1318,18559,14-May-22,RT1,25,42,2022-05-14
1319,18561,14-May-22,RT1,31,33,2022-05-14
1320,18562,14-May-22,RT1,33,38,2022-05-14
1321,18563,14-May-22,RT1,18,27,2022-05-14
1322,19559,14-May-22,RT1,18,24,2022-05-14
1323,19561,14-May-22,RT1,26,36,2022-05-14
1324,17564,14-May-22,RT1,9,16,2022-05-14
1325,19562,14-May-22,RT2,19,23,2022-05-14
1326,18563,14-May-22,RT2,22,29,2022-05-14
1327,17561,14-May-22,RT2,30,36,2022-05-14
1328,17558,14-May-22,RT2,36,50,2022-05-14
1329,16562,14-May-22,RT2,33,43,2022-05-14
1330,16561,14-May-22,RT2,24,24,2022-05-14
1331,16558,14-May-22,RT2,20,22,2022-05-14
1332,19560,14-May-22,RT2,33,38,2022-05-14
1333,16563,14-May-22,RT2,35,38,2022-05-14
1334,16559,14-May-22,RT2,37,41,2022-05-14
1335,19559,14-May-22,RT2,30,41,2022-05-14
1336,19558,14-May-22,RT2,25,39,2022-05-14
1337,17559,14-May-22,RT2,34,39,2022-05-14
1338,16560,14-May-22,RT2,26,34,2022-05-14
1339,18562,14-May-22,RT2,31,34,2022-05-14
1340,18559,14-May-22,RT2,24,44,2022-05-14
1341,17563,14-May-22,RT2,37,44,2022-05-14
1342,17562,14-May-22,RT2,20,30,2022-05-14
1343,18558,14-May-22,RT2,23,30,2022-05-14
1344,17564,14-May-22,RT2,26,40,2022-05-14
1345,18561,14-May-22,RT2,34,40,2022-05-14
1346,18560,14-May-22,RT2,36,40,2022-05-14
1347,17560,14-May-22,RT2,34,45,2022-05-14
1348,19561,14-May-22,RT2,33,45,2022-05-14
1349,19563,14-May-22,RT2,34,45,2022-05-14
1350,16559,14-May-22,RT1,29,30,2022-05-14
1351,19562,14-May-22,RT3,25,29,2022-05-14
1352,19561,14-May-22,RT3,20,29,2022-05-14
1353,18562,14-May-22,RT3,26,29,2022-05-14
1354,17558,14-May-22,RT3,22,27,2022-05-14
1355,17562,14-May-22,RT3,16,27,2022-05-14
1356,19559,14-May-22,RT3,19,27,2022-05-14
1357,16559,14-May-22,RT3,26,32,2022-05-14
1358,16558,14-May-22,RT3,7,8,2022-05-14
1359,17560,14-May-22,RT3,19,25,2022-05-14
1360,18561,14-May-22,RT3,23,25,2022-05-14
1361,16561,14-May-22,RT3,19,21,2022-05-14
1362,16563,14-May-22,RT3,18,20,2022-05-14
1363,17561,14-May-22,RT3,19,19,2022-05-14
1364,18558,14-May-22,RT3,19,26,2022-05-14
1365,18560,14-May-22,RT3,21,24,2022-05-14
1366,18563,14-May-22,RT3,17,23,2022-05-14
1367,19560,14-May-22,RT3,17,19,2022-05-14
1368,17564,14-May-22,RT3,15,24,2022-05-14
1369,16562,14-May-22,RT3,13,18,2022-05-14
1370,16560,14-May-22,RT3,14,20,2022-05-14
1371,17559,14-May-22,RT3,14,16,2022-05-14
1372,17563,14-May-22,RT3,14,16,2022-05-14
1373,18559,14-May-22,RT3,14,23,2022-05-14
1374,19558,14-May-22,RT3,12,21,2022-05-14
1375,19559,14-May-22,RT4,2,3,2022-05-14
1376,16562,14-May-22,RT4,4,6,2022-05-14
1377,17558,14-May-22,RT4,4,6,2022-05-14
1378,19563,14-May-22,RT4,4,6,2022-05-14
1379,19558,14-May-22,RT4,4,7,2022-05-14
1380,17561,14-May-22,RT4,4,4,2022-05-14
1381,16560,14-May-22,RT4,5,7,2022-05-14
1382,19561,14-May-22,RT4,5,7,2022-05-14
1383,16561,14-May-22,RT4,9,10,2022-05-14
1384,17560,14-May-22,RT4,8,13,2022-05-14
1385,18561,14-May-22,RT4,8,9,2022-05-14
1386,17564,14-May-22,RT4,10,17,2022-05-14
1387,18560,14-May-22,RT4,15,15,2022-05-14
1388,19560,14-May-22,RT4,15,16,2022-05-14
1389,18559,14-May-22,RT4,11,19,2022-05-14
1390,17563,14-May-22,RT4,16,19,2022-05-14
1391,19562,14-May-22,RT4,14,14,2022-05-14
1392,17559,14-May-22,RT4,12,14,2022-05-14
1393,18558,14-May-22,RT4,15,20,2022-05-14
1394,18562,14-May-22,RT4,17,20,2022-05-14
1395,18563,14-May-22,RT4,12,18,2022-05-14
1396,16563,14-May-22,RT4,17,18,2022-05-14
1397,16559,14-May-22,RT4,15,18,2022-05-14
1398,17562,14-May-22,RT4,3,6,2022-05-14
1399,16558,14-May-22,RT4,3,3,2022-05-14
1400,16559,15-May-22,RT1,23,30,2022-05-15
1401,18560,15-May-22,RT1,22,30,2022-05-15
1402,19562,15-May-22,RT1,23,30,2022-05-15
1403,19563,15-May-22,RT1,18,30,2022-05-15
1404,17558,15-May-22,RT1,13,19,2022-05-15
1405,16558,15-May-22,RT1,14,19,2022-05-15
1406,17560,15-May-22,RT1,23,40,2022-05-15
1407,19558,15-May-22,RT1,22,40,2022-05-15
1408,19560,15-May-22,RT1,18,26,2022-05-15
1409,17561,15-May-22,RT1,19,26,2022-05-15
1410,16560,15-May-22,RT1,22,34,2022-05-15
1411,16561,15-May-22,RT1,14,18,2022-05-15
1412,16562,15-May-22,RT1,18,31,2022-05-15
1413,16563,15-May-22,RT1,31,41,2022-05-15
1414,17559,15-May-22,RT1,22,32,2022-05-15
1415,17562,15-May-22,RT1,10,20,2022-05-15
1416,17563,15-May-22,RT1,17,25,2022-05-15
1417,18558,15-May-22,RT1,10,15,2022-05-15
1418,18559,15-May-22,RT1,23,42,2022-05-15
1419,18561,15-May-22,RT1,22,33,2022-05-15
1420,18562,15-May-22,RT1,24,38,2022-05-15
1421,18563,15-May-22,RT1,18,27,2022-05-15
1422,19559,15-May-22,RT1,15,24,2022-05-15
1423,19561,15-May-22,RT1,23,36,2022-05-15
1424,17564,15-May-22,RT1,8,16,2022-05-15
1425,19562,15-May-22,RT2,17,23,2022-05-15
1426,18563,15-May-22,RT2,18,29,2022-05-15
1427,17561,15-May-22,RT2,25,36,2022-05-15
1428,17558,15-May-22,RT2,28,50,2022-05-15
1429,16562,15-May-22,RT2,24,43,2022-05-15
1430,16561,15-May-22,RT2,17,24,2022-05-15
1431,16558,15-May-22,RT2,15,22,2022-05-15
1432,19560,15-May-22,RT2,29,38,2022-05-15
1433,16563,15-May-22,RT2,30,38,2022-05-15
1434,16559,15-May-22,RT2,31,41,2022-05-15
1435,19559,15-May-22,RT2,25,41,2022-05-15
1436,19558,15-May-22,RT2,19,39,2022-05-15
1437,17559,15-May-22,RT2,33,39,2022-05-15
1438,16560,15-May-22,RT2,23,34,2022-05-15
1439,18562,15-May-22,RT2,25,34,2022-05-15
1440,18559,15-May-22,RT2,22,44,2022-05-15
1441,17563,15-May-22,RT2,34,44,2022-05-15
1442,17562,15-May-22,RT2,15,30,2022-05-15
1443,18558,15-May-22,RT2,19,30,2022-05-15
1444,17564,15-May-22,RT2,20,40,2022-05-15
1445,18561,15-May-22,RT2,28,40,2022-05-15
1446,18560,15-May-22,RT2,31,40,2022-05-15
1447,17560,15-May-22,RT2,29,45,2022-05-15
1448,19561,15-May-22,RT2,29,45,2022-05-15
1449,19563,15-May-22,RT2,31,45,2022-05-15
1450,19563,15-May-22,RT3,19,29,2022-05-15
1451,19562,15-May-22,RT3,24,29,2022-05-15
1452,19561,15-May-22,RT3,19,29,2022-05-15
1453,18562,15-May-22,RT3,24,29,2022-05-15
1454,17558,15-May-22,RT3,17,27,2022-05-15
1455,17562,15-May-22,RT3,14,27,2022-05-15
1456,19559,15-May-22,RT3,14,27,2022-05-15
1457,16559,15-May-22,RT3,22,32,2022-05-15
1458,16558,15-May-22,RT3,5,8,2022-05-15
1459,17560,15-May-22,RT3,17,25,2022-05-15
1460,18561,15-May-22,RT3,20,25,2022-05-15
1461,18560,15-May-22,RT3,17,24,2022-05-15
1462,16563,15-May-22,RT3,15,20,2022-05-15
1463,17561,15-May-22,RT3,15,19,2022-05-15
1464,18558,15-May-22,RT3,15,26,2022-05-15
1465,17559,15-May-22,RT3,13,16,2022-05-15
1466,19560,15-May-22,RT3,13,19,2022-05-15
1467,17564,15-May-22,RT3,13,24,2022-05-15
1468,16561,15-May-22,RT3,14,21,2022-05-15
1469,18563,15-May-22,RT3,14,23,2022-05-15
1470,16562,15-May-22,RT3,10,18,2022-05-15
1471,19558,15-May-22,RT3,10,21,2022-05-15
1472,17563,15-May-22,RT3,12,16,2022-05-15
1473,16560,15-May-22,RT3,11,20,2022-05-15
1474,18559,15-May-22,RT3,11,23,2022-05-15
1475,19559,15-May-22,RT4,2,3,2022-05-15
1476,16558,15-May-22,RT4,2,3,2022-05-15
1477,19563,15-May-22,RT4,4,6,2022-05-15
1478,16560,15-May-22,RT4,4,7,2022-05-15
1479,19561,15-May-22,RT4,4,7,2022-05-15
1480,16561,15-May-22,RT4,8,10,2022-05-15
1481,17560,15-May-22,RT4,9,13,2022-05-15
1482,18561,15-May-22,RT4,7,9,2022-05-15
1483,17564,15-May-22,RT4,8,17,2022-05-15
1484,18560,15-May-22,RT4,12,15,2022-05-15
1485,19560,15-May-22,RT4,11,16,2022-05-15
1486,18559,15-May-22,RT4,10,19,2022-05-15
1487,17563,15-May-22,RT4,13,19,2022-05-15
1488,19562,15-May-22,RT4,12,14,2022-05-15
1489,17559,15-May-22,RT4,9,14,2022-05-15
1490,18558,15-May-22,RT4,13,20,2022-05-15
1491,18562,15-May-22,RT4,17,20,2022-05-15
1492,18563,15-May-22,RT4,11,18,2022-05-15
1493,16563,15-May-22,RT4,12,18,2022-05-15
1494,16559,15-May-22,RT4,12,18,2022-05-15
1495,16562,15-May-22,RT4,3,6,2022-05-15
1496,17558,15-May-22,RT4,3,6,2022-05-15
1497,17562,15-May-22,RT4,3,6,2022-05-15
1498,19558,15-May-22,RT4,3,7,2022-05-15
1499,17561,15-May-22,RT4,3,4,2022-05-15
1500,16559,16-May-22,RT1,15,30,2022-05-16
1501,18560,16-May-22,RT1,17,30,2022-05-16
1502,19562,16-May-22,RT1,15,30,2022-05-16
1503,19563,16-May-22,RT1,11,30,2022-05-16
1504,17558,16-May-22,RT1,8,19,2022-05-16
1505,16558,16-May-22,RT1,9,19,2022-05-16
1506,17560,16-May-22,RT1,17,40,2022-05-16
1507,19558,16-May-22,RT1,14,40,2022-05-16
1508,19560,16-May-22,RT1,16,26,2022-05-16
1509,17561,16-May-22,RT1,15,26,2022-05-16
1510,16560,16-May-22,RT1,13,34,2022-05-16
1511,16561,16-May-22,RT1,11,18,2022-05-16
1512,16562,16-May-22,RT1,13,31,2022-05-16
1513,16563,16-May-22,RT1,20,41,2022-05-16
1514,17559,16-May-22,RT1,13,32,2022-05-16
1515,17562,16-May-22,RT1,7,20,2022-05-16
1516,17563,16-May-22,RT1,13,25,2022-05-16
1517,18558,16-May-22,RT1,7,15,2022-05-16
1518,18559,16-May-22,RT1,15,42,2022-05-16
1519,18561,16-May-22,RT1,16,33,2022-05-16
1520,18562,16-May-22,RT1,19,38,2022-05-16
1521,18563,16-May-22,RT1,12,27,2022-05-16
1522,19559,16-May-22,RT1,10,24,2022-05-16
1523,19561,16-May-22,RT1,14,36,2022-05-16
1524,17564,16-May-22,RT1,5,16,2022-05-16
1525,19562,16-May-22,RT2,11,23,2022-05-16
1526,18563,16-May-22,RT2,11,29,2022-05-16
1527,17561,16-May-22,RT2,20,36,2022-05-16
1528,17558,16-May-22,RT2,21,50,2022-05-16
1529,16562,16-May-22,RT2,19,43,2022-05-16
1530,16561,16-May-22,RT2,12,24,2022-05-16
1531,16558,16-May-22,RT2,12,22,2022-05-16
1532,19560,16-May-22,RT2,18,38,2022-05-16
1533,16563,16-May-22,RT2,21,38,2022-05-16
1534,16559,16-May-22,RT2,23,41,2022-05-16
1535,19559,16-May-22,RT2,17,41,2022-05-16
1536,19558,16-May-22,RT2,13,39,2022-05-16
1537,17559,16-May-22,RT2,20,39,2022-05-16
1538,16560,16-May-22,RT2,13,34,2022-05-16
1539,18562,16-May-22,RT2,17,34,2022-05-16
1540,18559,16-May-22,RT2,15,44,2022-05-16
1541,17563,16-May-22,RT2,26,44,2022-05-16
1542,17562,16-May-22,RT2,11,30,2022-05-16
1543,18558,16-May-22,RT2,12,30,2022-05-16
1544,17564,16-May-22,RT2,15,40,2022-05-16
1545,18561,16-May-22,RT2,22,40,2022-05-16
1546,18560,16-May-22,RT2,20,40,2022-05-16
1547,17560,16-May-22,RT2,21,45,2022-05-16
1548,19561,16-May-22,RT2,19,45,2022-05-16
1549,19563,16-May-22,RT2,19,45,2022-05-16
1550,19563,16-May-22,RT3,12,29,2022-05-16
1551,19562,16-May-22,RT3,17,29,2022-05-16
1552,19561,16-May-22,RT3,12,29,2022-05-16
1553,18562,16-May-22,RT3,17,29,2022-05-16
1554,17558,16-May-22,RT3,9,27,2022-05-16
1555,17562,16-May-22,RT3,10,27,2022-05-16
1556,19559,16-May-22,RT3,12,27,2022-05-16
1557,16558,16-May-22,RT3,4,8,2022-05-16
1558,17564,16-May-22,RT3,7,24,2022-05-16
1559,16560,16-May-22,RT3,8,20,2022-05-16
1560,16562,16-May-22,RT3,8,18,2022-05-16
1561,17559,16-May-22,RT3,8,16,2022-05-16
1562,17563,16-May-22,RT3,8,16,2022-05-16
1563,19558,16-May-22,RT3,8,21,2022-05-16
1564,16559,16-May-22,RT3,14,32,2022-05-16
1565,18561,16-May-22,RT3,14,25,2022-05-16
1566,17561,16-May-22,RT3,9,19,2022-05-16
1567,18563,16-May-22,RT3,9,23,2022-05-16
1568,16561,16-May-22,RT3,10,21,2022-05-16
1569,17560,16-May-22,RT3,10,25,2022-05-16
1570,18559,16-May-22,RT3,10,23,2022-05-16
1571,18560,16-May-22,RT3,12,24,2022-05-16
1572,16563,16-May-22,RT3,11,20,2022-05-16
1573,18558,16-May-22,RT3,11,26,2022-05-16
1574,19560,16-May-22,RT3,11,19,2022-05-16
1575,16560,16-May-22,RT4,2,7,2022-05-16
1576,16562,16-May-22,RT4,2,6,2022-05-16
1577,17561,16-May-22,RT4,2,4,2022-05-16
1578,19559,16-May-22,RT4,2,3,2022-05-16
1579,16558,16-May-22,RT4,2,3,2022-05-16
1580,16561,16-May-22,RT4,5,10,2022-05-16
1581,17560,16-May-22,RT4,5,13,2022-05-16
1582,17564,16-May-22,RT4,5,17,2022-05-16
1583,18560,16-May-22,RT4,8,15,2022-05-16
1584,19560,16-May-22,RT4,8,16,2022-05-16
1585,18559,16-May-22,RT4,8,19,2022-05-16
1586,17563,16-May-22,RT4,9,19,2022-05-16
1587,19562,16-May-22,RT4,7,14,2022-05-16
1588,17559,16-May-22,RT4,8,14,2022-05-16
1589,18558,16-May-22,RT4,9,20,2022-05-16
1590,18562,16-May-22,RT4,9,20,2022-05-16
1591,18563,16-May-22,RT4,8,18,2022-05-16
1592,16563,16-May-22,RT4,9,18,2022-05-16
1593,16559,16-May-22,RT4,10,18,2022-05-16
1594,17558,16-May-22,RT4,3,6,2022-05-16
1595,17562,16-May-22,RT4,3,6,2022-05-16
1596,19563,16-May-22,RT4,3,6,2022-05-16
1597,19558,16-May-22,RT4,3,7,2022-05-16
1598,19561,16-May-22,RT4,3,7,2022-05-16
1599,18561,16-May-22,RT4,3,9,2022-05-16
1600,19563,17-May-22,RT3,12,29,2022-05-17
1601,18560,17-May-22,RT1,16,30,2022-05-17
1602,19562,17-May-22,RT1,14,30,2022-05-17
1603,19563,17-May-22,RT1,11,30,2022-05-17
1604,17558,17-May-22,RT1,8,19,2022-05-17
1605,16558,17-May-22,RT1,10,19,2022-05-17
1606,17560,17-May-22,RT1,16,40,2022-05-17
1607,19558,17-May-22,RT1,14,40,2022-05-17
1608,19560,17-May-22,RT1,14,26,2022-05-17
1609,17561,17-May-22,RT1,11,26,2022-05-17
1610,16560,17-May-22,RT1,15,34,2022-05-17
1611,16561,17-May-22,RT1,8,18,2022-05-17
1612,16562,17-May-22,RT1,11,31,2022-05-17
1613,16563,17-May-22,RT1,20,41,2022-05-17
1614,17559,17-May-22,RT1,14,32,2022-05-17
1615,17562,17-May-22,RT1,7,20,2022-05-17
1616,17563,17-May-22,RT1,14,25,2022-05-17
1617,18558,17-May-22,RT1,6,15,2022-05-17
1618,18559,17-May-22,RT1,16,42,2022-05-17
1619,18561,17-May-22,RT1,18,33,2022-05-17
1620,18562,17-May-22,RT1,18,38,2022-05-17
1621,18563,17-May-22,RT1,12,27,2022-05-17
1622,19559,17-May-22,RT1,11,24,2022-05-17
1623,19561,17-May-22,RT1,14,36,2022-05-17
1624,17564,17-May-22,RT1,5,16,2022-05-17
1625,19562,17-May-22,RT2,10,23,2022-05-17
1626,18563,17-May-22,RT2,12,29,2022-05-17
1627,17561,17-May-22,RT2,18,36,2022-05-17
1628,17558,17-May-22,RT2,19,50,2022-05-17
1629,16562,17-May-22,RT2,16,43,2022-05-17
1630,16561,17-May-22,RT2,10,24,2022-05-17
1631,16558,17-May-22,RT2,12,22,2022-05-17
1632,19560,17-May-22,RT2,19,38,2022-05-17
1633,16563,17-May-22,RT2,20,38,2022-05-17
1634,16559,17-May-22,RT2,19,41,2022-05-17
1635,19559,17-May-22,RT2,16,41,2022-05-17
1636,19558,17-May-22,RT2,13,39,2022-05-17
1637,17559,17-May-22,RT2,21,39,2022-05-17
1638,16560,17-May-22,RT2,14,34,2022-05-17
1639,18562,17-May-22,RT2,17,34,2022-05-17
1640,18559,17-May-22,RT2,17,44,2022-05-17
1641,17563,17-May-22,RT2,23,44,2022-05-17
1642,17562,17-May-22,RT2,11,30,2022-05-17
1643,18558,17-May-22,RT2,12,30,2022-05-17
1644,17564,17-May-22,RT2,17,40,2022-05-17
1645,18561,17-May-22,RT2,21,40,2022-05-17
1646,18560,17-May-22,RT2,22,40,2022-05-17
1647,17560,17-May-22,RT2,18,45,2022-05-17
1648,19561,17-May-22,RT2,20,45,2022-05-17
1649,19563,17-May-22,RT2,17,45,2022-05-17
1650,16559,17-May-22,RT1,16,30,2022-05-17
1651,19562,17-May-22,RT3,15,29,2022-05-17
1652,19561,17-May-22,RT3,12,29,2022-05-17
1653,18562,17-May-22,RT3,15,29,2022-05-17
1654,17558,17-May-22,RT3,11,27,2022-05-17
1655,17562,17-May-22,RT3,9,27,2022-05-17
1656,19559,17-May-22,RT3,14,27,2022-05-17
1657,16559,17-May-22,RT3,18,32,2022-05-17
1658,16558,17-May-22,RT3,4,8,2022-05-17
1659,18559,17-May-22,RT3,7,23,2022-05-17
1660,16560,17-May-22,RT3,8,20,2022-05-17
1661,17559,17-May-22,RT3,8,16,2022-05-17
1662,17560,17-May-22,RT3,8,25,2022-05-17
1663,17564,17-May-22,RT3,8,24,2022-05-17
1664,18561,17-May-22,RT3,13,25,2022-05-17
1665,16562,17-May-22,RT3,9,18,2022-05-17
1666,17563,17-May-22,RT3,9,16,2022-05-17
1667,18563,17-May-22,RT3,9,23,2022-05-17
1668,19558,17-May-22,RT3,9,21,2022-05-17
1669,18558,17-May-22,RT3,10,26,2022-05-17
1670,18560,17-May-22,RT3,12,24,2022-05-17
1671,16561,17-May-22,RT3,11,21,2022-05-17
1672,16563,17-May-22,RT3,11,20,2022-05-17
1673,17561,17-May-22,RT3,11,19,2022-05-17
1674,19560,17-May-22,RT3,11,19,2022-05-17
1675,17558,17-May-22,RT4,2,6,2022-05-17
1676,17561,17-May-22,RT4,2,4,2022-05-17
1677,19563,17-May-22,RT4,2,6,2022-05-17
1678,16558,17-May-22,RT4,2,3,2022-05-17
1679,19561,17-May-22,RT4,4,7,2022-05-17
1680,18561,17-May-22,RT4,4,9,2022-05-17
1681,16561,17-May-22,RT4,5,10,2022-05-17
1682,17560,17-May-22,RT4,5,13,2022-05-17
1683,17564,17-May-22,RT4,5,17,2022-05-17
1684,19559,17-May-22,RT4,1,3,2022-05-17
1685,18560,17-May-22,RT4,8,15,2022-05-17
1686,19560,17-May-22,RT4,8,16,2022-05-17
1687,18559,17-May-22,RT4,8,19,2022-05-17
1688,17563,17-May-22,RT4,11,19,2022-05-17
1689,19562,17-May-22,RT4,8,14,2022-05-17
1690,17559,17-May-22,RT4,7,14,2022-05-17
1691,18558,17-May-22,RT4,8,20,2022-05-17
1692,18562,17-May-22,RT4,10,20,2022-05-17
1693,18563,17-May-22,RT4,7,18,2022-05-17
1694,16563,17-May-22,RT4,8,18,2022-05-17
1695,16559,17-May-22,RT4,8,18,2022-05-17
1696,16562,17-May-22,RT4,3,6,2022-05-17
1697,17562,17-May-22,RT4,3,6,2022-05-17
1698,16560,17-May-22,RT4,3,7,2022-05-17
1699,19558,17-May-22,RT4,3,7,2022-05-17
1700,16559,18-May-22,RT1,15,30,2022-05-18
1701,18560,18-May-22,RT1,16,30,2022-05-18
1702,19562,18-May-22,RT1,12,30,2022-05-18
1703,19563,18-May-22,RT1,14,30,2022-05-18
1704,17558,18-May-22,RT1,9,19,2022-05-18
1705,16558,18-May-22,RT1,8,19,2022-05-18
1706,17560,18-May-22,RT1,16,40,2022-05-18
1707,19558,18-May-22,RT1,13,40,2022-05-18
1708,19560,18-May-22,RT1,16,26,2022-05-18
1709,17561,18-May-22,RT1,12,26,2022-05-18
1710,16560,18-May-22,RT1,13,34,2022-05-18
1711,16561,18-May-22,RT1,10,18,2022-05-18
1712,16562,18-May-22,RT1,12,31,2022-05-18
1713,16563,18-May-22,RT1,25,41,2022-05-18
1714,17559,18-May-22,RT1,18,32,2022-05-18
1715,17562,18-May-22,RT1,8,20,2022-05-18
1716,17563,18-May-22,RT1,14,25,2022-05-18
1717,18558,18-May-22,RT1,6,15,2022-05-18
1718,18559,18-May-22,RT1,14,42,2022-05-18
1719,18561,18-May-22,RT1,14,33,2022-05-18
1720,18562,18-May-22,RT1,21,38,2022-05-18
1721,18563,18-May-22,RT1,11,27,2022-05-18
1722,19559,18-May-22,RT1,11,24,2022-05-18
1723,19561,18-May-22,RT1,15,36,2022-05-18
1724,17564,18-May-22,RT1,6,16,2022-05-18
1725,19562,18-May-22,RT2,13,23,2022-05-18
1726,18563,18-May-22,RT2,12,29,2022-05-18
1727,17561,18-May-22,RT2,19,36,2022-05-18
1728,17558,18-May-22,RT2,21,50,2022-05-18
1729,16562,18-May-22,RT2,16,43,2022-05-18
1730,16561,18-May-22,RT2,11,24,2022-05-18
1731,16558,18-May-22,RT2,10,22,2022-05-18
1732,19560,18-May-22,RT2,18,38,2022-05-18
1733,16563,18-May-22,RT2,19,38,2022-05-18
1734,16559,18-May-22,RT2,18,41,2022-05-18
1735,19559,18-May-22,RT2,17,41,2022-05-18
1736,19558,18-May-22,RT2,12,39,2022-05-18
1737,17559,18-May-22,RT2,21,39,2022-05-18
1738,16560,18-May-22,RT2,13,34,2022-05-18
1739,18562,18-May-22,RT2,19,34,2022-05-18
1740,18559,18-May-22,RT2,16,44,2022-05-18
1741,17563,18-May-22,RT2,26,44,2022-05-18
1742,17562,18-May-22,RT2,9,30,2022-05-18
1743,18558,18-May-22,RT2,14,30,2022-05-18
1744,17564,18-May-22,RT2,14,40,2022-05-18
1745,18561,18-May-22,RT2,20,40,2022-05-18
1746,18560,18-May-22,RT2,19,40,2022-05-18
1747,17560,18-May-22,RT2,20,45,2022-05-18
1748,19561,18-May-22,RT2,19,45,2022-05-18
1749,19563,18-May-22,RT2,19,45,2022-05-18
1750,19563,18-May-22,RT3,11,29,2022-05-18
1751,19562,18-May-22,RT3,17,29,2022-05-18
1752,19561,18-May-22,RT3,13,29,2022-05-18
1753,18562,18-May-22,RT3,18,29,2022-05-18
1754,17558,18-May-22,RT3,9,27,2022-05-18
1755,17562,18-May-22,RT3,10,27,2022-05-18
1756,19559,18-May-22,RT3,12,27,2022-05-18
1757,16558,18-May-22,RT3,3,8,2022-05-18
1758,16562,18-May-22,RT3,8,18,2022-05-18
1759,17559,18-May-22,RT3,8,16,2022-05-18
1760,17561,18-May-22,RT3,8,19,2022-05-18
1761,17563,18-May-22,RT3,8,16,2022-05-18
1762,19558,18-May-22,RT3,8,21,2022-05-18
1763,18560,18-May-22,RT3,13,24,2022-05-18
1764,18561,18-May-22,RT3,13,25,2022-05-18
1765,16559,18-May-22,RT3,14,32,2022-05-18
1766,16560,18-May-22,RT3,9,20,2022-05-18
1767,17560,18-May-22,RT3,9,25,2022-05-18
1768,18559,18-May-22,RT3,9,23,2022-05-18
1769,18563,18-May-22,RT3,9,23,2022-05-18
1770,19560,18-May-22,RT3,9,19,2022-05-18
1771,18558,18-May-22,RT3,10,26,2022-05-18
1772,17564,18-May-22,RT3,10,24,2022-05-18
1773,16561,18-May-22,RT3,12,21,2022-05-18
1774,16563,18-May-22,RT3,11,20,2022-05-18
1775,16562,18-May-22,RT4,2,6,2022-05-18
1776,17561,18-May-22,RT4,2,4,2022-05-18
1777,17562,18-May-22,RT4,2,6,2022-05-18
1778,19561,18-May-22,RT4,2,7,2022-05-18
1779,19563,18-May-22,RT4,2,6,2022-05-18
1780,16558,18-May-22,RT4,2,3,2022-05-18
1781,18559,18-May-22,RT4,4,19,2022-05-18
1782,16561,18-May-22,RT4,5,10,2022-05-18
1783,18561,18-May-22,RT4,5,9,2022-05-18
1784,17560,18-May-22,RT4,6,13,2022-05-18
1785,17564,18-May-22,RT4,6,17,2022-05-18
1786,19559,18-May-22,RT4,1,3,2022-05-18
1787,18560,18-May-22,RT4,7,15,2022-05-18
1788,19560,18-May-22,RT4,9,16,2022-05-18
1789,17563,18-May-22,RT4,11,19,2022-05-18
