,index,customer_id,month,category,payment_type,spend
14912,59463,ATQCUS2173,May,Bills,Credit Card,1012.0
14913,59469,ATQCUS0917,October,Electronics,Credit Card,3877.0
14914,59474,ATQCUS2094,June,Health & Wellness,Credit Card,2202.0
14915,59482,ATQCUS2216,May,Bills,Credit Card,2393.0
14916,59483,ATQCUS1571,June,Entertainment,Credit Card,327.0
14917,59491,ATQCUS2492,June,Apparel,Credit Card,610.0
14918,59492,ATQCUS3181,August,Bills,Credit Card,306.0
14919,59493,ATQCUS0016,May,Travel,Credit Card,266.0
14920,59498,ATQCUS0319,May,Bills,Credit Card,4849.0
14921,59501,ATQCUS1859,August,Food,Credit Card,873.0
14922,59510,ATQCUS3424,October,Groceries,Credit Card,259.0
14923,59515,ATQCUS1114,July,Food,Credit Card,616.0
14924,59518,ATQCUS1025,August,Travel,Credit Card,772.0
14925,59519,ATQCUS3487,August,Others,Credit Card,315.0
14926,59521,ATQCUS3650,August,Others,Credit Card,516.0
14927,59525,ATQCUS1113,September,Electronics,Credit Card,2853.0
14928,59526,ATQCUS3820,September,Health & Wellness,Credit Card,1746.0
14929,59527,ATQCUS2932,September,Others,Credit Card,356.0
14930,59529,ATQCUS1783,July,Health & Wellness,Credit Card,1385.0
14931,59531,ATQCUS1844,July,Health & Wellness,Credit Card,717.0
14932,59532,ATQCUS1907,October,Others,Credit Card,272.0
14933,59534,ATQCUS3695,June,Travel,Credit Card,1035.0
14934,59535,ATQCUS3209,August,Travel,Credit Card,545.0
14935,59537,ATQCUS2815,October,Food,Credit Card,772.0
14936,59541,ATQCUS0469,September,Electronics,Credit Card,5172.0
14937,59543,ATQCUS2614,June,Others,Credit Card,250.0
14938,59546,ATQCUS0668,October,Apparel,Credit Card,142.0
14939,59548,ATQCUS2661,July,Apparel,Credit Card,1522.0
14940,59551,ATQCUS3114,August,Others,Credit Card,76.0
14941,59557,ATQCUS1275,June,Electronics,Credit Card,1801.0
14942,59559,ATQCUS2338,October,Travel,Credit Card,1194.0
14943,59564,ATQCUS0884,May,Health & Wellness,Credit Card,211.0
14944,59566,ATQCUS0165,July,Entertainment,Credit Card,1495.0
14945,59568,ATQCUS3834,May,Entertainment,Credit Card,494.0
14946,59570,ATQCUS2597,May,Food,Credit Card,585.0
14947,59582,ATQCUS1564,October,Electronics,Credit Card,1316.0
14948,59598,ATQCUS0642,July,Food,Credit Card,352.0
14949,59601,ATQCUS2912,June,Electronics,Credit Card,980.0
14950,59602,ATQCUS3034,May,Others,Credit Card,267.0
14951,59606,ATQCUS3663,June,Others,Credit Card,212.0
14952,59608,ATQCUS3426,October,Travel,Credit Card,158.0
14953,59609,ATQCUS2791,October,Groceries,Credit Card,749.0
14954,59610,ATQCUS3911,August,Bills,Credit Card,138.0
14955,59611,ATQCUS1968,June,Travel,Credit Card,502.0
14956,59616,ATQCUS2805,May,Travel,Credit Card,942.0
14957,59617,ATQCUS3586,July,Groceries,Credit Card,1953.0
14958,59619,ATQCUS3204,September,Entertainment,Credit Card,1789.0
14959,59621,ATQCUS1566,September,Food,Credit Card,487.0
14960,59627,ATQCUS2319,May,Bills,Credit Card,1087.0
14961,59630,ATQCUS0087,June,Bills,Credit Card,410.0
14962,59632,ATQCUS1559,October,Food,Credit Card,413.0
14963,59640,ATQCUS3223,July,Entertainment,Credit Card,847.0
14964,59643,ATQCUS2692,May,Electronics,Credit Card,388.0
14965,59655,ATQCUS2600,September,Electronics,Credit Card,1429.0
14966,59658,ATQCUS0195,July,Food,Credit Card,553.0
14967,59660,ATQCUS2955,September,Food,Credit Card,533.0
14968,59661,ATQCUS1992,July,Electronics,Credit Card,500.0
14969,59662,ATQCUS3247,September,Groceries,Credit Card,327.0
14970,59667,ATQCUS2793,May,Health & Wellness,Credit Card,1992.0
14971,59671,ATQCUS2715,September,Food,Credit Card,1388.0
14972,59675,ATQCUS2593,July,Food,Credit Card,393.0
14973,59680,ATQCUS1839,August,Others,Credit Card,143.0
14974,59686,ATQCUS2938,October,Bills,Credit Card,1084.0
14975,59687,ATQCUS2239,May,Apparel,Credit Card,573.0
14976,59691,ATQCUS0329,July,Travel,Credit Card,2443.0
14977,59692,ATQCUS2016,July,Others,Credit Card,81.0
14978,59695,ATQCUS3079,May,Health & Wellness,Credit Card,792.0
14979,59697,ATQCUS0900,August,Food,Credit Card,1577.0
14980,59702,ATQCUS2290,August,Groceries,Credit Card,1723.0
14981,59703,ATQCUS0619,May,Entertainment,Credit Card,1015.0
14982,59705,ATQCUS0746,October,Groceries,Credit Card,840.0
14983,59707,ATQCUS2185,October,Entertainment,Credit Card,919.0
14984,59711,ATQCUS0972,September,Food,Credit Card,1071.0
14985,59723,ATQCUS3929,July,Others,Credit Card,219.0
14986,59725,ATQCUS1924,October,Health & Wellness,Credit Card,497.0
14987,59734,ATQCUS3004,September,Apparel,Credit Card,457.0
14988,59736,ATQCUS3091,October,Health & Wellness,Credit Card,2114.0
14989,59738,ATQCUS2338,October,Electronics,Credit Card,967.0
14990,59742,ATQCUS1945,June,Bills,Credit Card,736.0
14991,59754,ATQCUS1240,May,Travel,Credit Card,1453.0
14992,59756,ATQCUS3996,May,Electronics,Credit Card,762.0
14993,59760,ATQCUS0976,October,Bills,Credit Card,2680.0
14994,59771,ATQCUS0441,June,Apparel,Credit Card,240.0
14995,59773,ATQCUS3945,September,Health & Wellness,Credit Card,4072.0
14996,59774,ATQCUS0464,September,Groceries,Credit Card,3508.0
14997,59780,ATQCUS0445,August,Apparel,Credit Card,304.0
14998,59782,ATQCUS0110,July,Others,Credit Card,188.0
14999,59783,ATQCUS2593,May,Entertainment,Credit Card,255.0
15000,59785,ATQCUS3237,September,Health & Wellness,Credit Card,456.0
15001,59798,ATQCUS0283,June,Travel,Credit Card,878.0
15002,59799,ATQCUS1187,August,Bills,Credit Card,2184.0
15003,59801,ATQCUS3737,September,Health & Wellness,Credit Card,2109.0
15004,59802,ATQCUS3416,July,Others,Credit Card,291.0
15005,59803,ATQCUS2512,June,Groceries,Credit Card,478.0
15006,59807,ATQCUS2061,October,Entertainment,Credit Card,297.0
15007,59808,ATQCUS1424,June,Entertainment,Credit Card,339.0
15008,59814,ATQCUS2876,May,Groceries,Credit Card,224.0
15009,59816,ATQCUS0248,August,Others,Credit Card,370.0
15010,59818,ATQCUS3088,July,Others,Credit Card,303.0
15011,59820,ATQCUS2764,May,Electronics,Credit Card,519.0
15012,59827,ATQCUS1717,August,Groceries,Credit Card,1895.0
15013,59828,ATQCUS2148,October,Electronics,Credit Card,1622.0
15014,59832,ATQCUS2457,May,Electronics,Credit Card,1000.0
15015,59840,ATQCUS0359,May,Groceries,Credit Card,2625.0
15016,59844,ATQCUS2045,May,Bills,Credit Card,146.0
15017,59846,ATQCUS3096,June,Apparel,Credit Card,484.0
15018,59847,ATQCUS3717,August,Travel,Credit Card,407.0
15019,59854,ATQCUS1587,August,Travel,Credit Card,928.0
15020,59856,ATQCUS0032,June,Groceries,Credit Card,226.0
15021,59858,ATQCUS1055,July,Groceries,Credit Card,948.0
15022,59860,ATQCUS1547,May,Entertainment,Credit Card,565.0
15023,59868,ATQCUS2462,May,Apparel,Credit Card,770.0
15024,59873,ATQCUS1889,May,Food,Credit Card,215.0
15025,59877,ATQCUS1338,October,Health & Wellness,Credit Card,925.0
15026,59879,ATQCUS1558,July,Food,Credit Card,377.0
15027,59884,ATQCUS0222,October,Health & Wellness,Credit Card,816.0
15028,59900,ATQCUS3868,August,Health & Wellness,Credit Card,950.0
15029,59904,ATQCUS1018,October,Travel,Credit Card,1258.0
15030,59911,ATQCUS2167,June,Apparel,Credit Card,786.0
15031,59920,ATQCUS1779,June,Travel,Credit Card,1234.0
15032,59923,ATQCUS1878,June,Travel,Credit Card,497.0
15033,59924,ATQCUS1812,May,Others,Credit Card,219.0
15034,59925,ATQCUS1505,September,Apparel,Credit Card,207.0
15035,59940,ATQCUS1745,July,Groceries,Credit Card,634.0
15036,59946,ATQCUS1852,June,Apparel,Credit Card,207.0
15037,59949,ATQCUS0212,September,Groceries,Credit Card,4182.0
15038,59950,ATQCUS1472,October,Apparel,Credit Card,196.0
15039,59957,ATQCUS1486,May,Others,Credit Card,72.0
15040,59960,ATQCUS2936,October,Apparel,Credit Card,795.0
15041,59966,ATQCUS1759,May,Bills,Credit Card,2511.0
15042,59975,ATQCUS3200,September,Apparel,Credit Card,1322.0
15043,59979,ATQCUS2752,September,Bills,Credit Card,937.0
15044,59982,ATQCUS1961,July,Electronics,Credit Card,1442.0
15045,59987,ATQCUS1195,October,Groceries,Credit Card,747.0
15046,59988,ATQCUS1192,June,Travel,Credit Card,751.0
15047,59997,ATQCUS3221,September,Travel,Credit Card,292.0
15048,59998,ATQCUS0588,August,Travel,Credit Card,1072.0
15049,60005,ATQCUS3971,July,Entertainment,Credit Card,438.0
15050,60011,ATQCUS3193,October,Apparel,Credit Card,701.0
15051,60014,ATQCUS3351,September,Groceries,Credit Card,200.0
15052,60021,ATQCUS1855,June,Health & Wellness,Credit Card,602.0
15053,60024,ATQCUS2030,June,Electronics,Credit Card,536.0
15054,60031,ATQCUS2479,August,Entertainment,Credit Card,643.0
15055,60032,ATQCUS1727,August,Travel,Credit Card,984.0
15056,60035,ATQCUS3261,September,Others,Credit Card,357.0
15057,60044,ATQCUS3463,September,Groceries,Credit Card,2664.0
15058,60058,ATQCUS2071,July,Electronics,Credit Card,800.0
15059,60059,ATQCUS1804,September,Electronics,Credit Card,826.0
15060,60060,ATQCUS3566,September,Health & Wellness,Credit Card,903.0
15061,60061,ATQCUS2145,October,Bills,Credit Card,2217.0
15062,60062,ATQCUS1622,August,Food,Credit Card,346.0
15063,60066,ATQCUS0961,September,Bills,Credit Card,3890.0
15064,60067,ATQCUS0868,August,Health & Wellness,Credit Card,336.0
15065,60068,ATQCUS2284,June,Electronics,Credit Card,1679.0
15066,60069,ATQCUS2629,September,Others,Credit Card,305.0
15067,60070,ATQCUS2883,September,Food,Credit Card,511.0
15068,60073,ATQCUS3836,May,Food,Credit Card,764.0
15069,60076,ATQCUS0720,September,Travel,Credit Card,781.0
15070,60078,ATQCUS3306,July,Bills,Credit Card,448.0
15071,60083,ATQCUS0213,October,Entertainment,Credit Card,1035.0
15072,60089,ATQCUS2232,May,Entertainment,Credit Card,231.0
15073,60094,ATQCUS0427,September,Others,Credit Card,442.0
15074,60099,ATQCUS3339,August,Bills,Credit Card,224.0
15075,60100,ATQCUS1674,May,Health & Wellness,Credit Card,896.0
15076,60103,ATQCUS3666,May,Others,Credit Card,324.0
15077,60115,ATQCUS0414,October,Entertainment,Credit Card,1001.0
15078,60120,ATQCUS0552,May,Bills,Credit Card,1424.0
15079,60126,ATQCUS2970,October,Entertainment,Credit Card,493.0
15080,60134,ATQCUS2235,June,Groceries,Credit Card,1066.0
15081,60135,ATQCUS1443,October,Health & Wellness,Credit Card,686.0
15082,60138,ATQCUS1683,May,Travel,Credit Card,810.0
15083,60143,ATQCUS1099,July,Bills,Credit Card,3689.0
15084,60147,ATQCUS1653,September,Health & Wellness,Credit Card,1727.0
15085,60150,ATQCUS0040,September,Health & Wellness,Credit Card,394.0
15086,60153,ATQCUS1287,June,Others,Credit Card,240.0
15087,60156,ATQCUS1232,July,Bills,Credit Card,4316.0
15088,60157,ATQCUS0658,October,Entertainment,Credit Card,548.0
15089,60159,ATQCUS3374,October,Entertainment,Credit Card,1046.0
15090,60162,ATQCUS1715,August,Entertainment,Credit Card,504.0
15091,60164,ATQCUS3259,August,Food,Credit Card,1227.0
15092,60166,ATQCUS2296,August,Travel,Credit Card,4101.0
15093,60168,ATQCUS1197,June,Others,Credit Card,125.0
15094,60173,ATQCUS3390,October,Bills,Credit Card,336.0
15095,60183,ATQCUS3621,June,Health & Wellness,Credit Card,607.0
15096,60184,ATQCUS2554,May,Food,Credit Card,1175.0
15097,60188,ATQCUS2465,October,Health & Wellness,Credit Card,1765.0
15098,60190,ATQCUS1351,September,Food,Credit Card,1462.0
15099,60191,ATQCUS0738,August,Entertainment,Credit Card,325.0
15100,60198,ATQCUS2331,September,Food,Credit Card,650.0
15101,60201,ATQCUS1166,October,Food,Credit Card,390.0
15102,60203,ATQCUS1100,May,Others,Credit Card,278.0
15103,60207,ATQCUS2454,September,Bills,Credit Card,1279.0
15104,60213,ATQCUS0728,October,Apparel,Credit Card,89.0
15105,60217,ATQCUS2915,October,Food,Credit Card,773.0
15106,60218,ATQCUS3873,September,Apparel,Credit Card,1638.0
15107,60222,ATQCUS0674,August,Apparel,Credit Card,232.0
15108,60223,ATQCUS0783,September,Entertainment,Credit Card,1586.0
15109,60227,ATQCUS1428,September,Food,Credit Card,380.0
15110,60232,ATQCUS3052,May,Travel,Credit Card,1223.0
15111,60247,ATQCUS1853,May,Electronics,Credit Card,842.0
15112,60249,ATQCUS3991,June,Bills,Credit Card,703.0
15113,60250,ATQCUS0186,May,Apparel,Credit Card,344.0
15114,60251,ATQCUS2938,May,Food,Credit Card,558.0
15115,60261,ATQCUS2687,September,Food,Credit Card,923.0
15116,60265,ATQCUS0414,June,Travel,Credit Card,1826.0
15117,60266,ATQCUS1280,July,Entertainment,Credit Card,660.0
15118,60275,ATQCUS3456,October,Others,Credit Card,708.0
15119,60279,ATQCUS3210,May,Apparel,Credit Card,663.0
15120,60281,ATQCUS2845,May,Electronics,Credit Card,412.0
15121,60282,ATQCUS3613,August,Apparel,Credit Card,235.0
15122,60283,ATQCUS2243,July,Food,Credit Card,568.0
15123,60287,ATQCUS3543,July,Health & Wellness,Credit Card,678.0
15124,60288,ATQCUS3180,August,Bills,Credit Card,340.0
15125,60290,ATQCUS0495,September,Others,Credit Card,278.0
15126,60297,ATQCUS2565,May,Food,Credit Card,738.0
15127,60305,ATQCUS2722,September,Electronics,Credit Card,1307.0
15128,60309,ATQCUS3845,July,Food,Credit Card,733.0
15129,60310,ATQCUS3834,June,Groceries,Credit Card,120.0
15130,60315,ATQCUS2840,August,Apparel,Credit Card,679.0
15131,60318,ATQCUS0555,October,Apparel,Credit Card,274.0
15132,60319,ATQCUS1732,June,Food,Credit Card,291.0
15133,60323,ATQCUS2914,July,Electronics,Credit Card,967.0
15134,60324,ATQCUS2984,July,Entertainment,Credit Card,151.0
15135,60331,ATQCUS2208,June,Electronics,Credit Card,2615.0
15136,60339,ATQCUS3797,July,Health & Wellness,Credit Card,427.0
15137,60340,ATQCUS2264,July,Travel,Credit Card,817.0
15138,60341,ATQCUS1201,July,Groceries,Credit Card,747.0
15139,60343,ATQCUS0491,June,Travel,Credit Card,1039.0
15140,60350,ATQCUS2260,October,Food,Credit Card,397.0
15141,60352,ATQCUS0602,September,Apparel,Credit Card,524.0
15142,60358,ATQCUS0347,September,Health & Wellness,Credit Card,1624.0
15143,60361,ATQCUS0336,September,Food,Credit Card,1497.0
15144,60362,ATQCUS0715,June,Entertainment,Credit Card,204.0
15145,60364,ATQCUS2018,August,Electronics,Credit Card,333.0
15146,60369,ATQCUS1250,August,Electronics,Credit Card,1670.0
15147,60373,ATQCUS0823,August,Bills,Credit Card,3267.0
15148,60377,ATQCUS1068,July,Bills,Credit Card,4468.0
15149,60379,ATQCUS3033,October,Travel,Credit Card,1300.0
15150,60380,ATQCUS0388,May,Health & Wellness,Credit Card,548.0
15151,60381,ATQCUS2008,October,Health & Wellness,Credit Card,1072.0
15152,60398,ATQCUS1351,July,Groceries,Credit Card,1067.0
15153,60402,ATQCUS0336,October,Entertainment,Credit Card,1356.0
15154,60407,ATQCUS3750,May,Others,Credit Card,320.0
15155,60413,ATQCUS1804,July,Groceries,Credit Card,843.0
15156,60414,ATQCUS0855,October,Groceries,Credit Card,893.0
15157,60415,ATQCUS1399,September,Entertainment,Credit Card,792.0
15158,60427,ATQCUS0246,June,Groceries,Credit Card,1844.0
15159,60429,ATQCUS1518,July,Entertainment,Credit Card,307.0
15160,60430,ATQCUS1460,August,Bills,Credit Card,2516.0
15161,60439,ATQCUS2433,June,Apparel,Credit Card,381.0
15162,60448,ATQCUS2474,August,Travel,Credit Card,2769.0
15163,60455,ATQCUS3388,July,Others,Credit Card,145.0
15164,60466,ATQCUS1528,July,Electronics,Credit Card,1864.0
15165,60474,ATQCUS0984,June,Entertainment,Credit Card,395.0
15166,60476,ATQCUS3264,August,Bills,Credit Card,510.0
15167,60490,ATQCUS3481,August,Food,Credit Card,635.0
15168,60495,ATQCUS0655,June,Apparel,Credit Card,171.0
15169,60502,ATQCUS1204,July,Travel,Credit Card,870.0
15170,60524,ATQCUS2356,August,Electronics,Credit Card,1698.0
15171,60531,ATQCUS0298,August,Apparel,Credit Card,251.0
15172,60535,ATQCUS3485,June,Food,Credit Card,458.0
15173,60537,ATQCUS1681,June,Food,Credit Card,682.0
15174,60543,ATQCUS1030,October,Entertainment,Credit Card,421.0
15175,60545,ATQCUS3663,August,Groceries,Credit Card,1109.0
15176,60548,ATQCUS2486,August,Travel,Credit Card,1287.0
15177,60550,ATQCUS1154,May,Entertainment,Credit Card,549.0
15178,60553,ATQCUS3432,October,Food,Credit Card,447.0
15179,60555,ATQCUS2711,July,Groceries,Credit Card,380.0
15180,60557,ATQCUS1664,June,Apparel,Credit Card,553.0
15181,60559,ATQCUS0353,July,Food,Credit Card,847.0
15182,60563,ATQCUS0926,July,Others,Credit Card,352.0
15183,60568,ATQCUS1339,October,Health & Wellness,Credit Card,1043.0
15184,60570,ATQCUS2846,June,Health & Wellness,Credit Card,1081.0
15185,60571,ATQCUS0007,May,Food,Credit Card,589.0
15186,60576,ATQCUS0841,August,Travel,Credit Card,1329.0
15187,60578,ATQCUS2711,October,Health & Wellness,Credit Card,1632.0
15188,60580,ATQCUS1550,July,Travel,Credit Card,1274.0
15189,60585,ATQCUS3366,August,Travel,Credit Card,438.0
15190,60586,ATQCUS2944,July,Bills,Credit Card,575.0
15191,60588,ATQCUS0230,May,Travel,Credit Card,1292.0
15192,60591,ATQCUS1345,October,Health & Wellness,Credit Card,887.0
15193,60593,ATQCUS2196,September,Travel,Credit Card,4891.0
15194,60596,ATQCUS1579,August,Travel,Credit Card,1214.0
15195,60600,ATQCUS1363,June,Food,Credit Card,556.0
15196,60602,ATQCUS3558,August,Groceries,Credit Card,1111.0
15197,60605,ATQCUS0885,August,Food,Credit Card,439.0
15198,60607,ATQCUS2129,July,Bills,Credit Card,1668.0
15199,60611,ATQCUS3966,July,Groceries,Credit Card,1236.0
15200,60612,ATQCUS2128,July,Electronics,Credit Card,1112.0
15201,60625,ATQCUS1881,June,Bills,Credit Card,933.0
15202,60626,ATQCUS3871,August,Electronics,Credit Card,879.0
15203,60629,ATQCUS2348,September,Electronics,Credit Card,1874.0
15204,60632,ATQCUS2966,June,Electronics,Credit Card,729.0
15205,60641,ATQCUS1534,September,Apparel,Credit Card,625.0
15206,60642,ATQCUS0674,July,Groceries,Credit Card,852.0
15207,60645,ATQCUS3455,August,Entertainment,Credit Card,1178.0
15208,60648,ATQCUS0722,May,Food,Credit Card,193.0
15209,60649,ATQCUS1544,May,Health & Wellness,Credit Card,1056.0
15210,60650,ATQCUS2621,June,Travel,Credit Card,766.0
15211,60657,ATQCUS0229,May,Bills,Credit Card,2779.0
15212,60659,ATQCUS3975,June,Bills,Credit Card,1206.0
15213,60671,ATQCUS1966,May,Food,Credit Card,247.0
15214,60680,ATQCUS3135,July,Groceries,Credit Card,280.0
15215,60685,ATQCUS0083,August,Entertainment,Credit Card,1009.0
15216,60691,ATQCUS3262,July,Entertainment,Credit Card,2054.0
15217,60698,ATQCUS3577,September,Others,Credit Card,362.0
15218,60699,ATQCUS0623,September,Apparel,Credit Card,638.0
15219,60704,ATQCUS2443,June,Electronics,Credit Card,600.0
15220,60705,ATQCUS2556,September,Health & Wellness,Credit Card,6914.0
15221,60707,ATQCUS0452,August,Entertainment,Credit Card,968.0
15222,60710,ATQCUS0794,October,Groceries,Credit Card,1993.0
15223,60713,ATQCUS0362,May,Electronics,Credit Card,1389.0
15224,60714,ATQCUS1347,September,Groceries,Credit Card,2815.0
15225,60716,ATQCUS1175,July,Groceries,Credit Card,934.0
15226,60718,ATQCUS1891,September,Food,Credit Card,304.0
15227,60722,ATQCUS0283,September,Bills,Credit Card,2520.0
15228,60725,ATQCUS0045,September,Travel,Credit Card,528.0
15229,60726,ATQCUS1620,October,Travel,Credit Card,427.0
15230,60728,ATQCUS2133,September,Entertainment,Credit Card,572.0
15231,60729,ATQCUS3240,June,Health & Wellness,Credit Card,377.0
15232,60732,ATQCUS2993,August,Entertainment,Credit Card,281.0
15233,60736,ATQCUS3082,August,Travel,Credit Card,830.0
15234,60744,ATQCUS3190,July,Bills,Credit Card,263.0
15235,60745,ATQCUS0664,October,Health & Wellness,Credit Card,486.0
15236,60753,ATQCUS2831,June,Food,Credit Card,247.0
15237,60755,ATQCUS2428,June,Bills,Credit Card,916.0
15238,60758,ATQCUS0208,July,Health & Wellness,Credit Card,561.0
15239,60764,ATQCUS1731,May,Apparel,Credit Card,122.0
15240,60768,ATQCUS3778,September,Electronics,Credit Card,670.0
15241,60769,ATQCUS1187,August,Entertainment,Credit Card,629.0
15242,60772,ATQCUS0830,July,Apparel,Credit Card,153.0
15243,60775,ATQCUS3857,June,Others,Credit Card,208.0
15244,60786,ATQCUS3345,October,Others,Credit Card,88.0
15245,60788,ATQCUS0310,June,Food,Credit Card,537.0
15246,60791,ATQCUS1390,May,Health & Wellness,Credit Card,1004.0
15247,60796,ATQCUS0434,August,Groceries,Credit Card,1302.0
15248,60805,ATQCUS3540,May,Electronics,Credit Card,3244.0
15249,60813,ATQCUS1791,September,Health & Wellness,Credit Card,1360.0
15250,60819,ATQCUS2083,July,Groceries,Credit Card,1820.0
15251,60821,ATQCUS1848,May,Bills,Credit Card,1429.0
15252,60823,ATQCUS3255,September,Electronics,Credit Card,2684.0
15253,60824,ATQCUS2187,May,Entertainment,Credit Card,790.0
15254,60825,ATQCUS3575,September,Bills,Credit Card,4495.0
15255,60837,ATQCUS2396,July,Food,Credit Card,372.0
15256,60848,ATQCUS3311,June,Electronics,Credit Card,1386.0
15257,60852,ATQCUS0262,August,Groceries,Credit Card,1589.0
15258,60857,ATQCUS2894,July,Travel,Credit Card,1215.0
15259,60858,ATQCUS3389,September,Travel,Credit Card,274.0
15260,60869,ATQCUS2301,May,Food,Credit Card,390.0
15261,60870,ATQCUS0426,July,Food,Credit Card,346.0
15262,60879,ATQCUS3749,October,Bills,Credit Card,309.0
15263,60884,ATQCUS3919,August,Apparel,Credit Card,1366.0
15264,60897,ATQCUS2872,August,Entertainment,Credit Card,118.0
15265,60901,ATQCUS0881,June,Apparel,Credit Card,204.0
15266,60905,ATQCUS1671,September,Electronics,Credit Card,1285.0
15267,60906,ATQCUS1995,October,Others,Credit Card,125.0
15268,60910,ATQCUS2263,August,Electronics,Credit Card,1355.0
15269,60920,ATQCUS1473,June,Bills,Credit Card,1017.0
15270,60925,ATQCUS3642,August,Food,Credit Card,371.0
15271,60928,ATQCUS0061,August,Travel,Credit Card,255.0
15272,60929,ATQCUS3952,August,Entertainment,Credit Card,331.0
15273,60934,ATQCUS3249,May,Groceries,Credit Card,434.0
15274,60935,ATQCUS3018,September,Bills,Credit Card,1315.0
15275,60936,ATQCUS1464,July,Apparel,Credit Card,225.0
15276,60937,ATQCUS0824,June,Groceries,Credit Card,1555.0
15277,60956,ATQCUS2861,September,Travel,Credit Card,480.0
15278,60964,ATQCUS2852,May,Bills,Credit Card,790.0
15279,60965,ATQCUS0209,August,Food,Credit Card,645.0
15280,60968,ATQCUS3715,August,Travel,Credit Card,1052.0
15281,60972,ATQCUS1461,May,Food,Credit Card,351.0
15282,60979,ATQCUS2495,October,Food,Credit Card,539.0
15283,60985,ATQCUS3529,June,Entertainment,Credit Card,353.0
15284,60988,ATQCUS2876,July,Bills,Credit Card,478.0
15285,60997,ATQCUS1788,June,Groceries,Credit Card,1269.0
15286,60998,ATQCUS3433,September,Entertainment,Credit Card,1867.0
15287,61001,ATQCUS0610,June,Others,Credit Card,221.0
15288,61005,ATQCUS2354,October,Others,Credit Card,236.0
15289,61017,ATQCUS0302,June,Bills,Credit Card,2256.0
15290,61018,ATQCUS3693,July,Food,Credit Card,800.0
15291,61033,ATQCUS0787,May,Electronics,Credit Card,1761.0
15292,61036,ATQCUS3913,October,Apparel,Credit Card,1840.0
15293,61039,ATQCUS1968,September,Electronics,Credit Card,707.0
15294,61052,ATQCUS2147,August,Food,Credit Card,1034.0
15295,61062,ATQCUS0207,May,Food,Credit Card,674.0
15296,61067,ATQCUS1073,August,Electronics,Credit Card,3486.0
15297,61068,ATQCUS3693,October,Food,Credit Card,903.0
15298,61073,ATQCUS2187,July,Bills,Credit Card,3136.0
15299,61076,ATQCUS3533,June,Health & Wellness,Credit Card,431.0
15300,61078,ATQCUS3925,September,Groceries,Credit Card,737.0
15301,61079,ATQCUS3645,July,Groceries,Credit Card,1226.0
15302,61092,ATQCUS2261,June,Entertainment,Credit Card,325.0
15303,61094,ATQCUS3415,July,Electronics,Credit Card,1163.0
15304,61107,ATQCUS1223,October,Others,Credit Card,506.0
15305,61110,ATQCUS2511,October,Electronics,Credit Card,604.0
15306,61112,ATQCUS3552,September,Others,Credit Card,852.0
15307,61115,ATQCUS2546,July,Bills,Credit Card,2184.0
15308,61130,ATQCUS2633,October,Groceries,Credit Card,1101.0
15309,61132,ATQCUS0008,July,Health & Wellness,Credit Card,440.0
15310,61140,ATQCUS0789,September,Groceries,Credit Card,2268.0
15311,61144,ATQCUS1817,May,Travel,Credit Card,1272.0
15312,61152,ATQCUS2702,August,Bills,Credit Card,1292.0
15313,61156,ATQCUS1605,October,Entertainment,Credit Card,331.0
15314,61157,ATQCUS1157,July,Others,Credit Card,227.0
15315,61159,ATQCUS0169,July,Others,Credit Card,750.0
15316,61161,ATQCUS0051,October,Travel,Credit Card,270.0
15317,61167,ATQCUS1655,October,Apparel,Credit Card,462.0
15318,61169,ATQCUS1309,July,Entertainment,Credit Card,391.0
15319,61172,ATQCUS2714,August,Groceries,Credit Card,1856.0
15320,61178,ATQCUS0452,September,Entertainment,Credit Card,1013.0
15321,61181,ATQCUS0018,July,Travel,Credit Card,222.0
15322,61186,ATQCUS1156,October,Food,Credit Card,928.0
15323,61189,ATQCUS3982,August,Apparel,Credit Card,1049.0
15324,61201,ATQCUS2682,July,Apparel,Credit Card,542.0
15325,61203,ATQCUS2775,May,Others,Credit Card,135.0
15326,61208,ATQCUS1840,July,Apparel,Credit Card,183.0
15327,61212,ATQCUS2881,September,Food,Credit Card,600.0
15328,61220,ATQCUS0560,May,Bills,Credit Card,1386.0
15329,61222,ATQCUS1133,May,Food,Credit Card,448.0
15330,61232,ATQCUS1576,September,Entertainment,Credit Card,558.0
15331,61241,ATQCUS3436,July,Bills,Credit Card,268.0
15332,61251,ATQCUS2796,August,Apparel,Credit Card,778.0
15333,61256,ATQCUS3917,September,Others,Credit Card,1141.0
15334,61259,ATQCUS0577,September,Bills,Credit Card,3774.0
15335,61263,ATQCUS0219,October,Health & Wellness,Credit Card,822.0
15336,61264,ATQCUS1386,August,Food,Credit Card,783.0
15337,61266,ATQCUS3098,May,Health & Wellness,Credit Card,1565.0
15338,61268,ATQCUS2980,June,Groceries,Credit Card,301.0
15339,61269,ATQCUS3028,May,Electronics,Credit Card,339.0
15340,61270,ATQCUS1441,June,Health & Wellness,Credit Card,582.0
15341,61283,ATQCUS1667,June,Others,Credit Card,422.0
15342,61293,ATQCUS0892,June,Others,Credit Card,603.0
15343,61296,ATQCUS0539,August,Entertainment,Credit Card,1190.0
15344,61297,ATQCUS2633,July,Health & Wellness,Credit Card,3032.0
15345,61307,ATQCUS3609,June,Apparel,Credit Card,94.0
15346,61310,ATQCUS2980,September,Travel,Credit Card,1485.0
